_id,Filename,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Timestamp,Type,Event,State,Sub-Event,Value,SIP_v,CSEQ,Method,contentType,Call ID,handle,latitude,longitude,HPLMN,sim_state,Serving PLMN,NW sel mode,Service,MM5G,NR5G_RSRP,NR5G_SINR,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_ARFCN,NR_PCI,NR_BAND,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NETWORK,FINAL IMEI Certi,NR_CDRX,Imsreason,Reason
654c304e4d410b8eed090692,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.234Z,SIPMSG,Network to UE,,MESSAGE,sip:xxxxxxxxxxxxxxx@xxx.xxx.xxx.xxx:7900 ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090693,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.265Z,SIPMSG,UE to Network,, 200 OK,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090694,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.325Z,SIPMSG,UE to Network,,MESSAGE,sip:nk-ips001c-usw2az1n01p1-sip.ims.mnc340.mcc313.3gppnetwork.org ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090695,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.423Z,SIPMSG,Network to UE,, 202 Accepted,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090696,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.256Z,SmsServiceModule,SmsServiceModule,MT_RECEIVING_INCOMING_SMS,onReceive3GPPIncomingSms:,D6F0BBA7EE97263D8B819E1F@52407e376a00,,,SmsServiceModule: onReceive3GPPIncomingSms:,application/vnd.3gpp.sms,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090697,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.249Z,ResipSmsHandler,ResipSmsHandler,,onNewIncomingSms:,,,,ResipSmsHandler: onNewIncomingSms:,application/vnd.3gpp.sms,,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090698,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.260Z,ResipSmsHandler,ResipSmsHandler,200,sendSMSResponse():,,,,ResipSmsHandler: sendSMSResponse():,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed090699,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.428Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069a,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:33.812Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120158,-105.0234741,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069b,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:43.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.612017,-105.0234761,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069c,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:52.803Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120179,-105.0234775,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069d,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:02.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120175,-105.0234792,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069e,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:13.795Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120197,-105.0234781,,,,,,,,,,,,,,,,,,,,,,,,,
654c304e4d410b8eed09069f,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-DUT-R5CT92MM2PE--11082023015728_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:23.822Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120185,-105.0234779,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bf7,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.234Z,SIPMSG,Network to UE,,MESSAGE,sip:xxxxxxxxxxxxxxx@xxx.xxx.xxx.xxx:7900 ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bf8,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.265Z,SIPMSG,UE to Network,, 200 OK,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bf9,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.325Z,SIPMSG,UE to Network,,MESSAGE,sip:nk-ips001c-usw2az1n01p1-sip.ims.mnc340.mcc313.3gppnetwork.org ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bfa,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.423Z,SIPMSG,Network to UE,, 202 Accepted,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bfb,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.256Z,SmsServiceModule,SmsServiceModule,MT_RECEIVING_INCOMING_SMS,onReceive3GPPIncomingSms:,D6F0BBA7EE97263D8B819E1F@52407e376a00,,,SmsServiceModule: onReceive3GPPIncomingSms:,application/vnd.3gpp.sms,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bfc,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.249Z,ResipSmsHandler,ResipSmsHandler,,onNewIncomingSms:,,,,ResipSmsHandler: onNewIncomingSms:,application/vnd.3gpp.sms,,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bfd,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.260Z,ResipSmsHandler,ResipSmsHandler,200,sendSMSResponse():,,,,ResipSmsHandler: sendSMSResponse():,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bfe,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.428Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417bff,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:33.812Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120158,-105.0234741,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c00,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:43.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.612017,-105.0234761,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c01,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:52.803Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120179,-105.0234775,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c02,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:02.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120175,-105.0234792,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c03,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:13.795Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120197,-105.0234781,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c04,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:23.822Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120185,-105.0234779,,,,,,,,,,,,,,,,,,,,,,,,,
654c308698a813ae51417c05,Logcat-UX_44_DataBrowsing_Tests-DataBrowse-1-REFERENCE-R5CT92MM2PE--11082023015738_ExecID-1841911_IterID-3772314.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:33.807Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120193,-105.0234783,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264f4,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:06.575Z,ModemServiceMode,,,,0 0 12 195 401050,,,,,,,,,313-340,1,313-340,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264f5,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:06.576Z,ModemServiceMode,,,,,,,,,,,,,,,,Manual,available,REGISTERED,-96,25.0,-12,CONNECTED,--,401050,885,n70,--,--,25 MHz,--,--,--,UNBLOCK,PASS,,,
654c30c92328aa79793264f6,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:08.084Z,ModemServiceMode,,,,0 0 12 195 401050,,,,,,,,,313-340,1,313-340,Manual,available,REGISTERED,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264f7,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:08.085Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,-96,25.0,-12,CONNECTED,3,401050,885,n70,--,--,25 MHz,--,PUSCH,,,,,,
654c30c92328aa79793264f8,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:08.086Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 dBm,UNBLOCK,PASS,Active,,
654c30c92328aa79793264f9,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.234Z,SIPMSG,Network to UE,,MESSAGE,sip:xxxxxxxxxxxxxxx@xxx.xxx.xxx.xxx:7900 ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264fa,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.265Z,SIPMSG,UE to Network,, 200 OK,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264fb,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.325Z,SIPMSG,UE to Network,,MESSAGE,sip:nk-ips001c-usw2az1n01p1-sip.ims.mnc340.mcc313.3gppnetwork.org ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264fc,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.423Z,SIPMSG,Network to UE,, 202 Accepted,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264fd,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.256Z,SmsServiceModule,SmsServiceModule,MT_RECEIVING_INCOMING_SMS,onReceive3GPPIncomingSms:,D6F0BBA7EE97263D8B819E1F@52407e376a00,,,SmsServiceModule: onReceive3GPPIncomingSms:,application/vnd.3gpp.sms,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264fe,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.249Z,ResipSmsHandler,ResipSmsHandler,,onNewIncomingSms:,,,,ResipSmsHandler: onNewIncomingSms:,application/vnd.3gpp.sms,,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa79793264ff,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.260Z,ResipSmsHandler,ResipSmsHandler,200,sendSMSResponse():,,,,ResipSmsHandler: sendSMSResponse():,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa7979326500,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.428Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c30c92328aa7979326501,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92MM2PE--11082023015804_ExecID-1841912_IterID-3772312.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:33.812Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120158,-105.0234741,,,,,,,,,,,,,,,,,,,,,,,,,
