_id,Filename,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Timestamp,Type,Call ID,Event,Method,Sub-Event,Value,State,Reason,Imsreason,Alpha Tag,NR_ARFCN,sim_state,asulevel,csiCqiTableIndex,parametersUseForLevel,csiCqiReport,NR5G_RSRP,Serving PLMN,NR_BAND,csiRsrp,mAdditionalPlmns,csiRsrq,NR5G_SINR,nci,rsrq,tac,NR_PCI,latitude,longitude,number,result,pendingMo,rng,fg,bg,oldState,newState,cause,audioDirection,playRingback,network,override,HPLMN,NW sel mode,Service,MM5G,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NR_CDRX,NETWORK,FINAL IMEI Certi,SIP_v,CSEQ,setCallRadioTech,audioQuality,codecChanged,contentType,handle,domain,token,messageRef,PhoneId,format,message_class,mno,sendResult,errorClass,errorCode
6552ccff0d39b872100868d3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:19.989Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: CREATED, CREATED,,null;requestedAcct:none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.036Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: SET_CONNECTING, SET_CONNECTING,UserHandle{0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.045Z,Telecom,11,InCallController,InCallController: onCallAdded, onCallAdded,tel:+13526739015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.203Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.325Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: START_CONNECTION, START_CONNECTION,%2B13526739015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.551Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868d9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.553Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: SET_DIALING, SET_DIALING,,successful outgoing call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868da,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.579Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868db,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.597Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868dc,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.602Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868dd,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.651Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868de,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.665Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868df,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.700Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e0,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.701Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e1,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.722Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e2,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.724Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.725Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.726Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.728Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:20.742Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.014Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.017Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868e9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.033Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868ea,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.035Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868eb,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.048Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868ec,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.050Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868ed,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.052Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868ee,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.084Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868ef,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:22.494Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f0,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.066Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: START_RINGBACK, START_RINGBACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f1,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.067Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f2,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.081Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.140Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.164Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:23.173Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:42.898Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:42.916Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:42.922Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552ccff0d39b872100868f9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04T20:41:42.985Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
