_id,Filename,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Timestamp,Type,Value,HPLMN,sim_state,Serving PLMN,NW sel mode,Service,MM5G,NR5G_RSRP,NR5G_SINR,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_ARFCN,NR_PCI,NR_BAND,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NETWORK,FINAL IMEI Certi,NR_CDRX,Call ID,Event,Method,Sub-Event,State,Reason,Imsreason,SIP_v,CSEQ,contentType,handle,latitude,longitude
654c40f6ef5bb177aa5ff225,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:45.485Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.2,-11,CONNECTED,--,401050,885,n70,--,--,25 MHz,--,--,--,UNBLOCK,PASS,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff226,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:47.005Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.5,-11,CONNECTED,3,401050,885,n70,--,--,25 MHz,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff227,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:47.006Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,--,PUCCH,5 dBm,UNBLOCK,PASS,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff228,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:48.532Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.2,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff229,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:48.533Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:50.048Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.2,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,5 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:51.567Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,885,n70,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:51.568Z,ModemServiceMode,,,,,,,,,,,,,,,,0.55,0.00,25 MHz,--,PUCCH,5 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:53.091Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22e,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:53.092Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,5 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff22f,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:54.617Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff230,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:54.618Z,ModemServiceMode,,,,,,available,REGISTERED,-90,25.0,-11,IDLE,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff231,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:56.146Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,16.2,-11,IDLE,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff232,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:57.664Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff233,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:57.665Z,ModemServiceMode,,,,,Manual,available,REGISTERED,-89,16.2,-11,IDLE,3,401050,885,n70,0.00,0.00,25 MHz,--,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff234,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:57.666Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff235,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:59.186Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff236,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:59.187Z,ModemServiceMode,,,,,,,,,,,,,,885,n70,0.00,0.00,25 MHz,--,PUCCH,3 dBm,UNBLOCK,PASS,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff237,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:00.708Z,ModemServiceMode,0 0 12 195 401050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff238,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:00.709Z,ModemServiceMode,,313-340,1,313-340,Manual,available,REGISTERED,-89,24.2,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff239,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:00.710Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:02.223Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.2,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:03.743Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:03.744Z,ModemServiceMode,,,,,,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,885,n70,0.96,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:03.745Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23e,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:05.272Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.5,-11,CONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff23f,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:05.273Z,ModemServiceMode,,,,,,,,,,,,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,4 dBm,UNBLOCK,,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff240,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:05.274Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff241,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:06.796Z,ModemServiceMode,0 0 12 195 401050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff242,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:06.797Z,ModemServiceMode,,313-340,1,313-340,Manual,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,885,n70,0.55,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff243,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:06.798Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff244,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:08.316Z,ModemServiceMode,0 0 12 195 401050,313-340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff245,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:08.317Z,ModemServiceMode,,,,313-340,Manual,available,REGISTERED,-89,25.0,-11,CONNECTED,3,401050,885,n70,0.53,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff246,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:08.318Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,5 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff247,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:09.837Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff248,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:09.838Z,ModemServiceMode,,,,,,,,-89,24.5,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff249,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:09.839Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:11.363Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:11.364Z,ModemServiceMode,,,,,,,REGISTERED,-89,24.5,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:11.365Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:12.889Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-88,15.7,-11,CONNECTED,3,401050,885,n70,0.00,0.00,,,,,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24e,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:12.890Z,ModemServiceMode,,,,,,,,,,,,,,,,,,25 MHz,--,PUCCH,4 dBm,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff24f,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:14.411Z,ModemServiceMode,0 0 12 195 401050,313-340,1,313-340,Manual,available,REGISTERED,-89,24.5,-11,CONNECTED,3,401050,885,n70,0.00,0.00,25 MHz,--,PUCCH,4 dBm,,,,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff250,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:50:14.412Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,,UNBLOCK,PASS,Active,,,,,,,,,,,,,
654c40f6ef5bb177aa5ff251,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:48:55.625Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,750,Event: RecordEntry ,Event: RecordEntry TC@750: CREATED, CREATED,OUTGOING,,,,,,,,
654c40f6ef5bb177aa5ff252,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.642Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DIALING,,,,,,,,
654c40f6ef5bb177aa5ff253,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.644Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DIALING,,,,,,,,
654c40f6ef5bb177aa5ff254,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.656Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DIALING,,,,,,,,
654c40f6ef5bb177aa5ff255,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.665Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DIALING,,,,,,,,
654c40f6ef5bb177aa5ff256,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.670Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff257,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.675Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff258,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.678Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff259,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.680Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff25a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.683Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff25b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.685Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff25c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.649Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff25d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.670Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,ACTIVE,,,,,,,,
654c40f6ef5bb177aa5ff25e,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.674Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,Event: RecordEntry ,Event: RecordEntry TC@749: SET_DISCONNECTED, SET_DISCONNECTED,,"210, NORMAL","510 CODE_USER_TERMINATED_BY_REMOTE, 210, null",,,,,,
654c40f6ef5bb177aa5ff25f,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.710Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DISCONNECTED,,,,,,,,
654c40f6ef5bb177aa5ff260,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.747Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DISCONNECTED,,,,,,,,
654c40f6ef5bb177aa5ff261,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.749Z,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,749,InCallController,InCallController: Sending updateCall , Sending updateCall ,DISCONNECTED,,,,,,,,
654c40f6ef5bb177aa5ff262,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:16.786Z,Telecom,null,,,,,,,,,,,,,,,,,,,,,,,,749,Event: RecordEntry ,Event: RecordEntry TC@749: DESTROYED, DESTROYED,,,,,,,,,
654c40f6ef5bb177aa5ff263,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:13.809Z,SIPMSG,,,,,,,,,,,,,,,,,,,,,,,,,,Network to UE,INVITE, 200 OK,OUTGOING,,,2.0,1,,,,
654c40f6ef5bb177aa5ff264,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:13.820Z,SIPMSG,sip:lucentNGFS-142660@xxx.xxx.xxx.xxx:6000;x-skey=00005b636f78001c0001;x-afi=1;encoded-parm=QbkRBthOEgsTXgkTBA0HHiUrKz1CQUVARUJFNhkTVBgiMXN0dCVqPTo9eS03fCFgYCJieSY.J3YwN0IcXlpWBQMIF11NTVJTUEpWARcYBw8fGwIcBF4eABROQEZBSA__ ,,,,,,,,,,,,,,,,,,,,,,,,,UE to Network,ACK,ACK,OUTGOING,,,2.0,1,,,,
654c40f6ef5bb177aa5ff265,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-DUT-R5CT92SP5YT--11082023025055_ExecID-1842150_IterID-3772454.txt,1,2,3,4,5,6,7,8,9,2023-11-08T03:49:14.576Z,SIPMSG,,,,,,,,,,,,,,,,,,,,,,,,,,Network to UE,INVITE, 200 OK,OUTGOING,,,2.0,1,,,,
